difficulty,question,answers,related,random
4,talisman,"totem, magic, bullocking, playmaker, amulet","thinking-man, haplessness, hit-man, castoff, lifeline, custodian, half-man, spear-wielding, tough-tackling, locket","naturalness, savanna, masturbation, peacable, mentioned, unaccommodated, drying, draconian, biohydrogen, maverick"
5,tangible,"intangibles, significant, meaningful, real","inspirational, kind, nonconceptual, commensurable, not-so-positive, viable, reference-able, characteristical, phantom-like, metaphoric","standardize, scaring, argumant, expediate, apparent, inury, hardheaded, theorm, threat, unamusing"
5,technique,"tactic, method, procedure, methodology, proficiency, methods, strategy, approach, tool","curette, shearography, metallography, shape-based, instrument-based, thermography, phase-based, rheometry, bioimpedance, pre-analysis","indivual, stimulate, disenchantment, connectiveness, cagily, grotesque, jeopardizes, explicit, unwarned, landmark"
2,temporary,"irregular, semipermanent, permanent, impermanent, nonpermanent","non-remedial, illusional, long-stay, long-house, same-level, barracks-style, post-emergency, office-wide, non-special, fort-like","straigtforward, overlook, guidelines, hiney, desalinate, read, relent, mischievous, result, pastor"
6,tenacious,"dogged, relentless, persistent, unaggressive, retentive, dauntless, stubborn, coherent, unyielding, recollective, dour, long","ambitious, cold-eyed, extraordinarly, cautious, troublesome, softy, strong-jawed, resistant, impetuous, grandious","brits, unscrutinized, overexcited, clichéd, latest, summon, remving, nonpermanent, embarrassment, courteously"
3,tension,"stress, heightens, strife, discord, strain, disharmony, animosity, frictions, tautness, unease","intensifies, suspicion, distrust, exacerbated, welling, aggravate, ground-swell, furor, vibrance, hightened","benumbing, seak, insidiousness, microturbulence, taxbox, persuading, forlorn, metropole, cutlure, enjoin"
2,tentacle,"medusa, octopus, mouthpart, facehugger","dorayaki, eversion, receptacle, pentacles, umbo, dragon-like, finger-tip, epiblast, skeleton-like, head-like","meeker, contradicted, earsplitting, awared, nastyness, undoubtedly, restrain, atrocious, ancestry, extinguish"
3,tentative,"conceptional, probationary, provisionary, preliminary, provisional, sketchy, noncommittal, doubtful","final-status, non-comprehensive, unconclusive, ratiocinative, above-consensus, aggregative, advocative, time-specific, non-supportive, non-definitive","desertion, congeal, careful, presention, minumum, critcized, pointed, counterpose, write, resonating"
4,tentative,"conceptional, probationary, provisionary, preliminary, provisional, sketchy, noncommittal, doubtful","final-status, non-comprehensive, unconclusive, ratiocinative, above-consensus, aggregative, advocative, time-specific, non-supportive, non-definitive","attractivity, injustice, panegyrical, retell, bioimpedance, clueless, reallocating, perspicacious, thwack, annecdotes"
5,tenuous,"shaky, thin, vague, fragile, flimsy, problematical, problematic, sketchy, slight, doubtful","less-than-obvious, flimsiest, undeniable, venus-like, farcical, flaky, incohesive, strangely, convoluted, unrelaxed","catechize, traitors, finalize, permittable, catagorize, portions, extraordinary, parishioner, aggravated, circulate"
4,theory,"praxeology, hypothesis, possibility","reconception, efficient-market, logicial, proto-science, organology, metamathematics, pseudophysics, concpet, dacology, phyics","demerge, identical, injudicious, devastate, exactly, interational, discern, nutritious, accommodate, reestablish"
3,thesis,"doctoral, essay, dissertation","justification, chapter-length, conceptualisation, documentary, mateial, meta-narrative, habilitation, coherentist, non-novel, life-work","assist, hear, around, headstrong, lackadaisical, embittered, evidently, flawless, homogeneous, flimsy"
2,threatens,"destroys, intimidates, devastates, imperil, jeopardizes, jeopardise, disrupts, endanger, imperils, jeopardize, peril, jeopardises, undermines, menace, endangers","persuades, incriminates, goads, sullies, prolongs, cowers, terrorises, enhances, stagnates, inflicts","ambles, informs, acknowlegement, unload, solidness, advocated, see, contemptible, estimating, excavation"
4,tirade,"vituperative, philippic, harangue, broadside, vitriolic, outburst, vituperation, rant, diatribe","snit, moronic, innane, taunts, put-downs, gibe, vitrol, incessant, fuck-you, taunting","relavant, unequivically, please, strategic, researching, soure, quarrelsomeness, fulminations, reckonings, church"
6,tirade,"vituperative, philippic, harangue, broadside, vitriolic, outburst, vituperation, rant, diatribe","snit, moronic, innane, taunts, put-downs, gibe, vitrol, incessant, fuck-you, taunting","meltdown, subvariant, illogical, simplify, depress, embarassed, humanistic, standarize, taunt, remediate"
3,tolerate,"suppress, stomach, acccept, digest, permit, bear, support, resist, intolerant, accept, abide, stand, suffer, endure, allow, condone, brook","afford, grow, characterize, approve, risk-tolerant, cannot, eradicate, permiting, retaliate, remove","customize, divergences, suddenly, civlization, rougly, reappraise, theoretical, messy, ashamed, escapable"
4,toxic,"harmful, poisonous, noxious","non-biodegradable, lead-poisoning, pesticide-laden, putrescible, noxiously, cancer-like, fat-soluble, harmless, pesticide-contaminated, substance-specific","notorious, trudged, portray, repave, reinvigorates, respond, semiarid, snappish, retain, minimal"
2,tradition,"custom, contraditions, culture, ceremonialism","secularity, conventionalist, high-culture, ritualization, post-enlightenment, officialism, party-going, familialism, cutlure, folk-dance","nonpunitive, hesistate, ceaseless, criminalize, prudence, detail, felicity, measured, childlike, clasify"
3,transfer,"channelize, shift, channelise, remove, reassign, change, channel, conveyance, exchange","access, split-phase, move-related, deveopment, tie-off, retension, re-process, re-generation, switching, repat","pusillanimous, insurrectionist, tendencious, annoymous, supplant, nowwhere, mistruth, remedy, envy, reiterate"
6,transient,"passing, ephemeral, fugacious, temporary","sporatic, non-traumatic, frequency-independent, enduring, chemically-induced, non-passive, time-average, uninterruptible, noise-induced, limb-threatening","helpers, aggragate, bedazzle, manipulable, teamwork, viable, guardedly, occupy, clergies, sympathises"
5,traumatic,"harrowing, distressful, painful, horrific","sudden, non-fatal, psychobiological, involutional, embarrassing, epiphanic, injury-induced, shock-induced, disasterous, psycho-sociological","symantics, understate, wavelike, offbeat, engergy, disappointment, stipulated, blasphemy, candidates, approximate"
5,travesty,"spoof, abomination, disgrace, monstrosity, mockery, farcical, sendup, burlesque, takeoff, shambles, deplorable, ridiculousness, lampoon, farce, parody, disgraceful, charade, pasquinade","vistory, perpetuation, scandalous, bastardization, cruelness, dickery, absurdness, shamefull, stinker, cock-up","parliamentarian, disinvited, contretemps, proposal, enduring, convey, dig, cliche, gratifies, vacuous"
4,treason,"subversiveness, perjury, desertion, incitement, blasphemy, betrayal, traitor, sedition, traitors, perfidy, traitorousness, disloyalty, sacrilege","pretences, repentence, committs, sacrileges, dishonours, traitors, malignity, venality, rascality, traitor","unsophisticated, offcially, shard, ban, cocksure, accelerated, shamble, exculpate, coequal, specficially"
1,treasure,"priceless, troves, prize, jewels, trove, precious, gems, value, cherish, appreciate, jewel, gold, gem, riches, hoard","weal, reverance, hand-bag, money-changer, valueble, beauty, blood, desart, larder, rest-house","palatial, seize, reintegration, applicaton, spiritless, whimsical, frequent, confute, debitage, abounding"
3,tremble,"shake, shudder, flinch, groan, weep, shiver, convulse, shuddering, shuddered, cower","awes, despond, wist, apprehensive, convulsing, bestir, rembered, gasped, shapen, reck","rightsize, attain, overlook, objection, usefule, critial, refute, subcircular, interministerial, showing"
5,tumult,"roiling, upheaval, uproar, rumpus, commotion, strife, ruckus, ruction, amid, din, upheavals, hubbub, garboil, unrest, turmoil","revolts, squalls, frantic, foment, quelling, clatter, resounded, roar, calamitous, dejection","enjoing, locution, immobilize, pictorially, submariner, coopt, violent, evanescent, similary, exaptations"
6,turbulence,"chaos, upheaval, instabilities, disturbances, buffeting, instability, dynamics","self-gravity, convected, advective, aerodynamical, vortexes, roiling, over-stress, convecting, stabilizations, graviational","flit, cadential, basical, wilfulness, intemperance, vehement, perusals, autocratic, counterinsurgents, supposidly"
5,turmoil,"chaos, upheaval, strife, troubles, excitement, instability, crises, convulsion, hullabaloo, unrest, crisis, tumult, upheavals, agitation","overexcitement, precariousness, melt-down, divisiveness, fall-outs, shock, discombobulation, dysfunctionality, disillusions, aftermath","narky, decisiveness, map, appam, manipulable, reexamine, prescheduled, sequential, excludes, shepherd"
2,typical,"usual, ususual, distinctive","coreless, highly-technical, descriptional, too-familiar, larger-than-usual, newly-defined, specialistic, too-specific, actual, broad-line","dominancy, branded, frontier, streamline, dissaprove, delight, overwhelming, extraneous, disbute, invective"
2,typical,"usual, ususual, distinctive","coreless, highly-technical, descriptional, too-familiar, larger-than-usual, newly-defined, specialistic, too-specific, actual, broad-line","adventurousness, subvert, replan, disinforming, unhelpful, incite, pawed, commends, inﬂuence, repare"
3,unanimous,"solid, unequivocal, whole, emphatic, consentient, overwhelming, overwhelmingly","overwheming, consent, whelming, impressive, unenthusiastic, dead-even, acclaim, over-ruling, opposed, explicit","unctuous, mindblowing, clichéd, gradational, whatsoever, intemperance, superficial, somnolent, detract, exhaustible"
1,uncomfortable,"apprehensive, discomforting, uneasy, awkward, painful, discomforted, discomfort, inconvenient, unpleasant","incohesive, frightened, over-protective, unbeautiful, over-defensive, harsh, unportable, sicky, distractable, non-stressful","deduce, nobble, unfeignedly, chastisement, infiltrate, celibacy, sorriest, nondescriptive, blame, counteract"
3,unexpected,"sudden, startling, unpredictable, unforeseen, unusual, surprising, surprises","shockable, overwhelming, unfathomable, fantastic, about-face, atypical, extraodinary, anticipating, dramatical, revelatory","timid, suppport, manipulative, demonstration, forswear, apprecate, presumably, assess, deescalate, deferential"
3,unfamiliar,"unaccustomed, unacquainted, unknowledgeable, familar","off-put, intriguing, unpopular, ignorant, discomforted, unsuspected, inobvious, often-hostile, ambiguous, particuliar","qualify, appreciate, outgrow, recognition, ensnare, collected, adduce, ostentation, anaysis, prattle"
