difficulty,question,related,random,answers
6,tactful,"snappy, well-practiced, courteously, subtle, collegial, purposeful, clear-eyed, cheeky, straight-forward, generous","relvance, visiblity, supersede, behave, imporance, definitive, whitsuntide, unrushed, blossom, survival","polite, circumspect, judicious, gentle, conciliatory"
4,talisman,"thinking-man, haplessness, hit-man, castoff, lifeline, custodian, half-man, spear-wielding, tough-tackling, locket","naturalness, savanna, masturbation, peacable, mentioned, unaccommodated, drying, draconian, biohydrogen, maverick",amulet
5,tangible,"inspirational, kind, nonconceptual, commensurable, not-so-positive, viable, reference-able, characteristical, phantom-like, metaphoric","standardize, scaring, argumant, expediate, apparent, inury, hardheaded, theorm, threat, unamusing","significant, meaningful, real"
5,technique,"curette, shearography, metallography, shape-based, instrument-based, thermography, phase-based, rheometry, bioimpedance, pre-analysis","indivual, stimulate, disenchantment, connectiveness, cagily, grotesque, jeopardizes, explicit, unwarned, landmark","method, procedure, strategy, approach"
2,temporary,"non-remedial, illusional, long-stay, long-house, same-level, barracks-style, post-emergency, office-wide, non-special, fort-like","straigtforward, overlook, guidelines, hiney, desalinate, read, relent, mischievous, result, pastor","impermanent, transient, brief, momentary"
6,tenacious,"ambitious, cold-eyed, extraordinarly, cautious, troublesome, softy, strong-jawed, resistant, impetuous, grandious","brits, unscrutinized, overexcited, clichéd, latest, summon, remving, nonpermanent, embarrassment, courteously","dogged, relentless, persistent, stubborn, unyielding"
3,tension,"intensifies, suspicion, distrust, exacerbated, welling, aggravate, ground-swell, furor, vibrance, hightened","benumbing, seak, insidiousness, microturbulence, taxbox, persuading, forlorn, metropole, cutlure, enjoin","strife, strain, tautness, unease"
3,tentative,"final-status, non-comprehensive, unconclusive, ratiocinative, above-consensus, aggregative, advocative, time-specific, non-supportive, non-definitive","desertion, congeal, careful, presention, minumum, critcized, pointed, counterpose, write, resonating"," preliminary, provisional"
5,tenuous,"less-than-obvious, flimsiest, undeniable, venus-like, farcical, flaky, incohesive, strangely, convoluted, unrelaxed","catechize, traitors, finalize, permittable, catagorize, portions, extraordinary, parishioner, aggravated, circulate","thin, slight"
4,theory,"reconception, efficient-market, logicial, proto-science, organology, metamathematics, pseudophysics, concpet, dacology, phyics","demerge, identical, injudicious, devastate, exactly, interational, discern, nutritious, accommodate, reestablish"," hypothesis, conjucture"
3,thesis,"justification, chapter-length, conceptualisation, documentary, mateial, meta-narrative, habilitation, coherentist, non-novel, life-work","assist, hear, around, headstrong, lackadaisical, embittered, evidently, flawless, homogeneous, flimsy","essay, dissertation"
2,threatens,"persuades, incriminates, goads, sullies, prolongs, cowers, terrorises, enhances, stagnates, inflicts","ambles, informs, acknowlegement, unload, solidness, advocated, see, contemptible, estimating, excavation","intimidates, endanger, imperils, jeopardize"
4,tirade,"snit, moronic, innane, taunts, put-downs, gibe, vitrol, incessant, fuck-you, taunting","relavant, unequivically, please, strategic, researching, soure, quarrelsomeness, fulminations, reckonings, church","harangue, broadside, vitriolic, outburst, rant, diatribe"
3,tolerate,"afford, grow, characterize, approve, risk-tolerant, cannot, eradicate, permiting, retaliate, remove","customize, divergences, suddenly, civlization, rougly, reappraise, theoretical, messy, ashamed, escapable","allow, bear, permit, support, abide"
4,toxic,"non-biodegradable, lead-poisoning, pesticide-laden, putrescible, noxiously, cancer-like, fat-soluble, harmless, pesticide-contaminated, substance-specific","notorious, trudged, portray, repave, reinvigorates, respond, semiarid, snappish, retain, minimal","harmful, poisonous, noxious"
2,tradition,"secularity, conventionalist, high-culture, ritualization, post-enlightenment, officialism, party-going, familialism, cutlure, folk-dance","nonpunitive, hesistate, ceaseless, criminalize, prudence, detail, felicity, measured, childlike, clasify","custom, culture, habit"
3,transfer,"access, split-phase, move-related, deveopment, tie-off, retension, re-process, re-generation, switching, repat","pusillanimous, insurrectionist, tendencious, annoymous, supplant, nowwhere, mistruth, remedy, envy, reiterate","relocate, shift"
6,transient,"sporatic, non-traumatic, frequency-independent, enduring, chemically-induced, non-passive, time-average, uninterruptible, noise-induced, limb-threatening","helpers, aggragate, bedazzle, manipulable, teamwork, viable, guardedly, occupy, clergies, sympathises","temporary, ephemeral, passing"
5,traumatic,"sudden, non-fatal, psychobiological, involutional, embarrassing, epiphanic, injury-induced, shock-induced, disasterous, psycho-sociological","symantics, understate, wavelike, offbeat, engergy, disappointment, stipulated, blasphemy, candidates, approximate","distressful, painful"
5,travesty,"vistory, perpetuation, scandalous, bastardization, cruelness, dickery, absurdness, shamefull, stinker, cock-up","parliamentarian, disinvited, contretemps, proposal, enduring, convey, dig, cliche, gratifies, vacuous","parody, perversion"
4,treason,"pretences, repentence, committs, sacrileges, dishonours, traitors, malignity, venality, rascality, traitor","unsophisticated, offcially, shard, ban, cocksure, accelerated, shamble, exculpate, coequal, specficially","sedition, disloyalty"
1,treasure,"weal, reverance, hand-bag, money-changer, valueble, beauty, blood, desart, larder, rest-house","palatial, seize, reintegration, applicaton, spiritless, whimsical, frequent, confute, debitage, abounding","value, cherish, appreciate"
3,tremble,"awes, despond, wist, apprehensive, convulsing, bestir, rembered, gasped, shapen, reck","rightsize, attain, overlook, objection, usefule, critial, refute, subcircular, interministerial, showing","shudder, shiver"
5,tumult,"revolts, squalls, frantic, foment, quelling, clatter, resounded, roar, calamitous, dejection","enjoing, locution, immobilize, pictorially, submariner, coopt, violent, evanescent, similary, exaptations","upheaval, commotion, ruckus, unrest, turmoil"
6,turbulence,"self-gravity, convected, advective, aerodynamical, vortexes, roiling, over-stress, convecting, stabilizations, graviational","flit, cadential, basical, wilfulness, intemperance, vehement, perusals, autocratic, counterinsurgents, supposidly","chaos, upheaval, instabilities, disturbances, instability"
5,turmoil,"overexcitement, precariousness, melt-down, divisiveness, fall-outs, shock, discombobulation, dysfunctionality, disillusions, aftermath","narky, decisiveness, map, appam, manipulable, reexamine, prescheduled, sequential, excludes, shepherd","chaos, upheaval, strife, troubles, crises, unrest, tumult"
2,typical,"coreless, highly-technical, descriptional, too-familiar, larger-than-usual, newly-defined, specialistic, too-specific, actual, broad-line","dominancy, branded, frontier, streamline, dissaprove, delight, overwhelming, extraneous, disbute, invective","usual, emblematic"
3,unanimous,"overwheming, consent, whelming, impressive, unenthusiastic, dead-even, acclaim, over-ruling, opposed, explicit","unctuous, mindblowing, clichéd, gradational, whatsoever, intemperance, superficial, somnolent, detract, exhaustible","unequivocal, overwhelmingly"
1,uncomfortable,"incohesive, frightened, over-protective, unbeautiful, over-defensive, harsh, unportable, sicky, distractable, non-stressful","deduce, nobble, unfeignedly, chastisement, infiltrate, celibacy, sorriest, nondescriptive, blame, counteract","uneasy, awkward, painful, unpleasant"
3,unexpected,"shockable, overwhelming, unfathomable, fantastic, about-face, atypical, extraodinary, anticipating, dramatical, revelatory","timid, suppport, manipulative, demonstration, forswear, apprecate, presumably, assess, deescalate, deferential","sudden, unforeseen, surprising"
3,unfamiliar,"off-put, intriguing, unpopular, ignorant, discomforted, unsuspected, inobvious, often-hostile, ambiguous, particuliar","qualify, appreciate, outgrow, recognition, ensnare, collected, adduce, ostentation, anaysis, prattle","unaccustomed, foreign, obscure"
5,unilateral,"long-threatened, contractive, non-diplomatic, climb-down, reflexive, wholesale, all-or-nothing, legally-enforceable, panic-driven, uncollaborative","suceed, misperception, legtimate, broadminded, initialise, criticise, compellence, infuriating, frictions, symmetrical",onesided
6,unimpeachable,"cool-headedness, un-objective, self-revelatory, self-deceptive, super-confident, honesty, corruptable, quoteable, clear-sighted, truth-telling","motivational, coursed, inconclusiveness, derive, unplaceable, cite, imfamous, imprecise, rectitude, misperception","blameless, faultless"
3,unique,"true, emblematic, wide-ranging, odd, custom-tailored, unusual-looking, non-consistent, great, highly-detailed, diversed","tetchy, uncynical, disinviting, breakdown, tellling, lifespans, uneeded, dignity, prognostication, interrelatedness","unparalleled, peculiar, singular"
2,unite,"protect, build, join, solidarities, incite, atomize, recuit, counterpose, re-connect, demoralise","natives, minimalize, watch, misreport, critcized, subpoints, presssure, birthplace, truely, dissaprove","link, combine,  connect, join, merge"
4,universal,"life-principle, single-nation, politics-free, common-denominator, health-system, pan-american, self-perfection, post-national, quasi-human, immutable","conception, immobilize, oposition, distraction, rageful, destroys, scold, skimread, unphilosophical, futile","absolute, fundamental, general"
6,unobtrusive,"cost-effective, high-contrast, inexplicit, casual, comfortable, well-lit, modest-looking, low-maintenance, visually-oriented, concise","brawl, reolution, beautful, attractivity, derision, boxout, assist, reamain, comment, groggy","unnoticeable, inconspicuous"
2,unusual,"unpleasant, peculiarly, common-sensical, extraordinarily, wonderful, smaller-than-normal, expectable, ear-like, extrodinary, shock-like","insulted, famous, mounded, permittable, structure, shake, protrude, strictness, counteraction, inclusivity","peculiar, odd, uncommon, strange"
2,usually,"vernacularly, couuld, too-often, receptively, sectionally, opnly, assumedly, intermittantly, characteristically, additionally","narcotics, deliver, unelect, unrebuked, settlers, opnly, rebuilds, conceptuality, circumspection, scuffle","often, frequently, ordinarily, commonly"
6,usurp,"persecute, topple, re-name, regularize, temporize, re-allocate, naturalize, establish, uproot, harmonize","discourage, instance, upswell, misremembering, provisional, listen, sequential, sumed, humorous, patern","annex, supplant, wrest"
